region,province,municipality,gadm_province,gadm_municipality
REGION IV-A,QUEZON,LUCENA CITY,Quezon,Lucena City
REGION IV-A,QUEZON,MACALELON,Quezon,Macalelon
REGION IV-A,QUEZON,MAUBAN,Quezon,Mauban
REGION IV-A,QUEZON,MULANAY,Quezon,Mulanay
REGION IV-A,QUEZON,PADRE BURGOS,Quezon,Padre Burgos
REGION IV-A,QUEZON,PAGBILAO,Quezon,Pagbilao
REGION IV-A,QUEZON,PANUKULAN,Quezon,Panukulan
REGION IV-A,QUEZON,PATNANUNGAN,Quezon,Patnanungan
REGION IV-A,QUEZON,PEREZ,Quezon,Perez
REGION IV-A,QUEZON,PITOGO,Quezon,Pitogo
REGION IV-A,QUEZON,PLARIDEL,Quezon,Plaridel
REGION IV-A,QUEZON,POLILLO,Quezon,Polillo
REGION IV-A,QUEZON,QUEZON,Quezon,Quezon
REGION IV-A,QUEZON,REAL,Quezon,Real
REGION IV-A,QUEZON,SAMPALOC,Quezon,Sampaloc
REGION IV-A,QUEZON,SAN ANDRES,Quezon,San Andres
REGION IV-A,QUEZON,SAN ANTONIO,Quezon,San Antonio
REGION IV-A,QUEZON,SAN FRANCISCO (AURORA),Quezon,San Francisco
REGION IV-A,QUEZON,SAN NARCISO,Quezon,San Narciso
REGION IV-A,QUEZON,SARIAYA,Quezon,Sariaya
REGION IV-A,QUEZON,TAGKAWAYAN,Quezon,Tagkawayan
REGION IV-A,QUEZON,TAYABAS CITY,Quezon,Tayabas City
REGION IV-A,QUEZON,TIAONG,Quezon,Tiaong
REGION IV-A,QUEZON,UNISAN,Quezon,Unisan
REGION IV-A,RIZAL,ANGONO,Rizal,Angono
REGION IV-A,RIZAL,BARAS,Rizal,Baras
REGION IV-A,RIZAL,BINANGONAN,Rizal,Binangonan
REGION IV-A,RIZAL,CAINTA,Rizal,Cainta
REGION IV-A,RIZAL,CARDONA,Rizal,Cardona
REGION IV-A,RIZAL,CITY OF ANTIPOLO,Rizal,Antipolo City
REGION IV-A,RIZAL,JALA-JALA,Rizal,Jala-Jala
REGION IV-A,RIZAL,MORONG,Rizal,Morong
REGION IV-A,RIZAL,PILILLA,Rizal,Pililla
REGION IV-A,RIZAL,RODRIGUEZ  (MONTALBAN),Rizal,Rodriguez
REGION IV-A,RIZAL,SAN MATEO,Rizal,San Mateo
REGION IV-A,RIZAL,TANAY,Rizal,Tanay
REGION IV-A,RIZAL,TAYTAY,Rizal,Taytay
REGION IV-A,RIZAL,TERESA,Rizal,Teresa
REGION IV-B,MARINDUQUE,BOAC,Marinduque,Boac
REGION IV-B,MARINDUQUE,BUENAVISTA,Marinduque,Buenavista
REGION IV-B,MARINDUQUE,GASAN,Marinduque,Gasan
REGION IV-B,MARINDUQUE,MOGPOG,Marinduque,Mogpog
REGION IV-B,MARINDUQUE,SANTA CRUZ,Marinduque,Santa Cruz
REGION IV-B,MARINDUQUE,TORRIJOS,Marinduque,Torrijos
REGION IV-B,OCCIDENTAL MINDORO,ABRA DE ILOG,Occidental Mindoro,Abra de Ilog
REGION IV-B,OCCIDENTAL MINDORO,CALINTAAN,Occidental Mindoro,Calintaan
REGION IV-B,OCCIDENTAL MINDORO,LOOC,Occidental Mindoro,Looc
REGION IV-B,OCCIDENTAL MINDORO,LUBANG,Occidental Mindoro,Lubang
REGION IV-B,OCCIDENTAL MINDORO,MAGSAYSAY,Occidental Mindoro,Magsaysay
REGION IV-B,OCCIDENTAL MINDORO,MAMBURAO,Occidental Mindoro,Mamburao
REGION IV-B,OCCIDENTAL MINDORO,PALUAN,Occidental Mindoro,Paluan
REGION IV-B,OCCIDENTAL MINDORO,RIZAL,Occidental Mindoro,Rizal
REGION IV-B,OCCIDENTAL MINDORO,SABLAYAN,Occidental Mindoro,Sablayan
REGION IV-B,OCCIDENTAL MINDORO,SAN JOSE,Occidental Mindoro,San Jose
REGION IV-B,OCCIDENTAL MINDORO,SANTA CRUZ,Occidental Mindoro,Santa Cruz
REGION IV-B,ORIENTAL MINDORO,BACO,Oriental Mindoro,Baco
REGION IV-B,ORIENTAL MINDORO,BANSUD,Oriental Mindoro,Bansud
REGION IV-B,ORIENTAL MINDORO,BONGABONG,Oriental Mindoro,Bongabong
REGION IV-B,ORIENTAL MINDORO,BULALACAO  (SAN PEDRO),Oriental Mindoro,Bulalacao
REGION IV-B,ORIENTAL MINDORO,CITY OF CALAPAN,Oriental Mindoro,Calapan City
REGION IV-B,ORIENTAL MINDORO,GLORIA,Oriental Mindoro,Gloria
REGION IV-B,ORIENTAL MINDORO,MANSALAY,Oriental Mindoro,Mansalay
REGION IV-B,ORIENTAL MINDORO,NAUJAN,Oriental Mindoro,Naujan
REGION IV-B,ORIENTAL MINDORO,PINAMALAYAN,Oriental Mindoro,Pinamalayan
REGION IV-B,ORIENTAL MINDORO,POLA,Oriental Mindoro,Pola
REGION IV-B,ORIENTAL MINDORO,PUERTO GALERA,Oriental Mindoro,Puerto Galera
REGION IV-B,ORIENTAL MINDORO,ROXAS,Oriental Mindoro,Roxas
REGION IV-B,ORIENTAL MINDORO,SAN TEODORO,Oriental Mindoro,San Teodoro
REGION IV-B,ORIENTAL MINDORO,SOCORRO,Oriental Mindoro,Socorro
REGION IV-B,ORIENTAL MINDORO,VICTORIA,Oriental Mindoro,Victoria
REGION IV-B,PALAWAN,ABORLAN,Palawan,Aborlan
REGION IV-B,PALAWAN,AGUTAYA,Palawan,Agutaya
REGION IV-B,PALAWAN,ARACELI,Palawan,Araceli
REGION IV-B,PALAWAN,BALABAC,Palawan,Balabac
REGION IV-B,PALAWAN,BATARAZA,Palawan,Bataraza
REGION IV-B,PALAWAN,BROOKE'S POINT,Palawan,Brooke's Point
REGION IV-B,PALAWAN,BUSUANGA,Palawan,Busuanga
REGION IV-B,PALAWAN,CAGAYANCILLO,Palawan,Cagayancillo
REGION IV-B,PALAWAN,CORON,Palawan,Coron
REGION IV-B,PALAWAN,CULION,Palawan,Culion
REGION IV-B,PALAWAN,CUYO,Palawan,Cuyo
REGION IV-B,PALAWAN,DUMARAN,Palawan,Dumaran
REGION IV-B,PALAWAN,EL NIDO (BACUIT),Palawan,El Nido
REGION IV-B,PALAWAN,KALAYAAN,Palawan,KALAYAAN
REGION IV-B,PALAWAN,LINAPACAN,Palawan,Linapacan
REGION IV-B,PALAWAN,MAGSAYSAY,Palawan,Magsaysay
REGION IV-B,PALAWAN,NARRA,Palawan,Narra
REGION IV-B,PALAWAN,PUERTO PRINCESA CITY,Palawan,Puerto Princesa City
REGION IV-B,PALAWAN,QUEZON,Palawan,Quezon
REGION IV-B,PALAWAN,RIZAL (MARCOS),Palawan,Rizal
REGION IV-B,PALAWAN,ROXAS,Palawan,Roxas
REGION IV-B,PALAWAN,SAN VICENTE,Palawan,San Vicente
REGION IV-B,PALAWAN,SOFRONIO ESPAÑOLA,Palawan,Sofronio Espanola
REGION IV-B,PALAWAN,TAYTAY,Palawan,Taytay
REGION IV-B,ROMBLON,ALCANTARA,Romblon,Alcantara
REGION IV-B,ROMBLON,BANTON,Romblon,Banton
REGION IV-B,ROMBLON,CAJIDIOCAN,Romblon,Cajidiocan
REGION IV-B,ROMBLON,CALATRAVA,Romblon,Calatrava
REGION IV-B,ROMBLON,CONCEPCION,Romblon,Concepcion
REGION IV-B,ROMBLON,CORCUERA,Romblon,Corcuera
REGION IV-B,ROMBLON,FERROL,Romblon,Ferrol
REGION IV-B,ROMBLON,LOOC,Romblon,Looc
REGION IV-B,ROMBLON,MAGDIWANG,Romblon,Magdiwang
REGION IV-B,ROMBLON,ODIONGAN,Romblon,Odiongan
REGION IV-B,ROMBLON,ROMBLON,Romblon,Romblon
REGION IV-B,ROMBLON,SAN AGUSTIN,Romblon,San Agustin
REGION IV-B,ROMBLON,SAN ANDRES,Romblon,San Andres
REGION IV-B,ROMBLON,SAN FERNANDO,Romblon,San Fernando
REGION IV-B,ROMBLON,SAN JOSE,Romblon,San Jose
REGION IV-B,ROMBLON,SANTA FE,Romblon,Santa Fe
REGION IV-B,ROMBLON,SANTA MARIA (IMELDA),Romblon,Santa Maria
REGION IX,ZAMBOANGA DEL NORTE,BACUNGAN (LEON T. POSTIGO),Zamboanga del Norte,Bacungan
REGION IX,ZAMBOANGA DEL NORTE,BALIGUIAN,Zamboanga del Norte,Baliguian
REGION IX,ZAMBOANGA DEL NORTE,DAPITAN CITY,Zamboanga del Norte,Dapitan City
REGION IX,ZAMBOANGA DEL NORTE,DIPOLOG CITY,Zamboanga del Norte,Dipolog City
REGION IX,ZAMBOANGA DEL NORTE,GODOD,Zamboanga del Norte,Godod
REGION IX,ZAMBOANGA DEL NORTE,GUTALAC,Zamboanga del Norte,Gutalac
REGION IX,ZAMBOANGA DEL NORTE,JOSE DALMAN (PONOT),Zamboanga del Norte,Jose Dalman
REGION IX,ZAMBOANGA DEL NORTE,KALAWIT,Zamboanga del Norte,Kalawit
REGION IX,ZAMBOANGA DEL NORTE,KATIPUNAN,Zamboanga del Norte,Katipunan
REGION IX,ZAMBOANGA DEL NORTE,LA LIBERTAD,Zamboanga del Norte,La Libertad
REGION IX,ZAMBOANGA DEL NORTE,LABASON,Zamboanga del Norte,Labason
REGION IX,ZAMBOANGA DEL NORTE,LILOY,Zamboanga del Norte,Liloy
REGION IX,ZAMBOANGA DEL NORTE,MANUKAN,Zamboanga del Norte,Manukan
REGION IX,ZAMBOANGA DEL NORTE,MUTIA,Zamboanga del Norte,Mutia
REGION IX,ZAMBOANGA DEL NORTE,PIÑAN (NEW PIÑAN),Zamboanga del Norte,Pinan
REGION IX,ZAMBOANGA DEL NORTE,POLANCO,Zamboanga del Norte,Polanco
REGION IX,ZAMBOANGA DEL NORTE,PRES. MANUEL A. ROXAS,Zamboanga del Norte,Pres. Manuel A. Roxas
REGION IX,ZAMBOANGA DEL NORTE,RIZAL,Zamboanga del Norte,Rizal
REGION IX,ZAMBOANGA DEL NORTE,SALUG,Zamboanga del Norte,Salug
REGION IX,ZAMBOANGA DEL NORTE,SERGIO OSMEÑA SR.,Zamboanga del Norte,Sergio Osmena Sr.
REGION IX,ZAMBOANGA DEL NORTE,SIAYAN,Zamboanga del Norte,Siayan
REGION IX,ZAMBOANGA DEL NORTE,SIBUCO,Zamboanga del Norte,Sibuco
REGION IX,ZAMBOANGA DEL NORTE,SIBUTAD,Zamboanga del Norte,Sibutad
REGION IX,ZAMBOANGA DEL NORTE,SINDANGAN,Zamboanga del Norte,Sindangan
REGION IX,ZAMBOANGA DEL NORTE,SIOCON,Zamboanga del Norte,Siocon
REGION IX,ZAMBOANGA DEL NORTE,SIRAWAI,Zamboanga del Norte,Sirawai
REGION IX,ZAMBOANGA DEL NORTE,TAMPILISAN,Zamboanga del Norte,Tampilisan
REGION IX,ZAMBOANGA DEL SUR,AURORA,Zamboanga del Sur,Aurora
REGION IX,ZAMBOANGA DEL SUR,BAYOG,Zamboanga del Sur,Bayog
REGION IX,ZAMBOANGA DEL SUR,DIMATALING,Zamboanga del Sur,Dimataling
REGION IX,ZAMBOANGA DEL SUR,DINAS,Zamboanga del Sur,Dinas
REGION IX,ZAMBOANGA DEL SUR,DUMALINAO,Zamboanga del Sur,Dumalinao
REGION IX,ZAMBOANGA DEL SUR,DUMINGAG,Zamboanga del Sur,Dumingag
REGION IX,ZAMBOANGA DEL SUR,GUIPOS,Zamboanga del Sur,Guipos
REGION IX,ZAMBOANGA DEL SUR,JOSEFINA,Zamboanga del Sur,Josefina
REGION IX,ZAMBOANGA DEL SUR,KUMALARANG,Zamboanga del Sur,Kumalarang
REGION IX,ZAMBOANGA DEL SUR,LABANGAN,Zamboanga del Sur,Labangan
REGION IX,ZAMBOANGA DEL SUR,LAKEWOOD,Zamboanga del Sur,Lakewood
REGION IX,ZAMBOANGA DEL SUR,LAPUYAN,Zamboanga del Sur,Lapuyan
REGION IX,ZAMBOANGA DEL SUR,MAHAYAG,Zamboanga del Sur,Mahayag
REGION IX,ZAMBOANGA DEL SUR,MARGOSATUBIG,Zamboanga del Sur,Margosatubig
REGION IX,ZAMBOANGA DEL SUR,MIDSALIP,Zamboanga del Sur,Midsalip
REGION IX,ZAMBOANGA DEL SUR,MOLAVE,Zamboanga del Sur,Molave
REGION IX,ZAMBOANGA DEL SUR,PAGADIAN CITY,Zamboanga del Sur,Pagadian City
REGION IX,ZAMBOANGA DEL SUR,PITOGO,Zamboanga del Sur,Pitogo
REGION IX,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),Zamboanga del Sur,Ramon Magsaysay
REGION IX,ZAMBOANGA DEL SUR,SAN MIGUEL,Zamboanga del Sur,San Miguel
REGION IX,ZAMBOANGA DEL SUR,SAN PABLO,Zamboanga del Sur,San Pablo
REGION IX,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),Zamboanga del Sur,Sominot
REGION IX,ZAMBOANGA DEL SUR,TABINA,Zamboanga del Sur,Tabina
REGION IX,ZAMBOANGA DEL SUR,TAMBULIG,Zamboanga del Sur,Tambulig
REGION IX,ZAMBOANGA DEL SUR,TIGBAO,Zamboanga del Sur,Tigbao
REGION IX,ZAMBOANGA DEL SUR,TUKURAN,Zamboanga del Sur,Tukuran
REGION IX,ZAMBOANGA DEL SUR,VINCENZO A. SAGUN,Zamboanga del Sur,Vincenzo A. Sagun
REGION IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Zamboanga del Sur,Zamboanga City
REGION IX,ZAMBOANGA SIBUGAY,ALICIA,Zamboanga Sibugay,Alicia
REGION IX,ZAMBOANGA SIBUGAY,BUUG,Zamboanga Sibugay,Buug
REGION IX,ZAMBOANGA SIBUGAY,DIPLAHAN,Zamboanga Sibugay,Diplahan
REGION IX,ZAMBOANGA SIBUGAY,IMELDA,Zamboanga Sibugay,Imelda
REGION IX,ZAMBOANGA SIBUGAY,IPIL,Zamboanga Sibugay,Ipil
REGION IX,ZAMBOANGA SIBUGAY,KABASALAN,Zamboanga Sibugay,Kabasalan
REGION IX,ZAMBOANGA SIBUGAY,MABUHAY,Zamboanga Sibugay,Mabuhay
REGION IX,ZAMBOANGA SIBUGAY,MALANGAS,Zamboanga Sibugay,Malangas
REGION IX,ZAMBOANGA SIBUGAY,NAGA,Zamboanga Sibugay,Naga
REGION IX,ZAMBOANGA SIBUGAY,OLUTANGA,Zamboanga Sibugay,Olutanga
REGION IX,ZAMBOANGA SIBUGAY,PAYAO,Zamboanga Sibugay,Payao
REGION IX,ZAMBOANGA SIBUGAY,ROSELLER LIM,Zamboanga Sibugay,Roseller Lim
REGION IX,ZAMBOANGA SIBUGAY,SIAY,Zamboanga Sibugay,Siay
REGION IX,ZAMBOANGA SIBUGAY,TALUSAN,Zamboanga Sibugay,Talusan
REGION IX,ZAMBOANGA SIBUGAY,TITAY,Zamboanga Sibugay,Titay
REGION IX,ZAMBOANGA SIBUGAY,TUNGAWAN,Zamboanga Sibugay,Tungawan
REGION V,ALBAY,BACACAY,Albay,Bacacay
REGION V,ALBAY,CAMALIG,Albay,Camalig
REGION V,ALBAY,CITY OF LIGAO,Albay,Ligao City
REGION V,ALBAY,DARAGA (LOCSIN),Albay,Daraga
REGION V,ALBAY,GUINOBATAN,Albay,Guinobatan
REGION V,ALBAY,JOVELLAR,Albay,Jovellar
REGION V,ALBAY,LEGAZPI CITY,Albay,Legazpi City
REGION V,ALBAY,LIBON,Albay,Libon
REGION V,ALBAY,MALILIPOT,Albay,Malilipot
REGION V,ALBAY,MALINAO,Albay,Malinao
REGION V,ALBAY,MANITO,Albay,Manito
REGION V,ALBAY,OAS,Albay,Oas
REGION V,ALBAY,PIO DURAN,Albay,Pio Duran
REGION V,ALBAY,POLANGUI,Albay,Polangui
REGION V,ALBAY,RAPU-RAPU,Albay,Rapu-Rapu
REGION V,ALBAY,SANTO DOMINGO (LIBOG),Albay,Santo Domingo
REGION V,ALBAY,TABACO  CITY,Albay,Tabaco City
REGION V,ALBAY,TIWI,Albay,Tiwi
REGION V,CAMARINES NORTE,BASUD,Camarines Norte,Basud
REGION V,CAMARINES NORTE,CAPALONGA,Camarines Norte,Capalonga
REGION V,CAMARINES NORTE,DAET,Camarines Norte,Daet
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,Camarines Norte,Jose Panganiban
REGION V,CAMARINES NORTE,LABO,Camarines Norte,Labo
REGION V,CAMARINES NORTE,MERCEDES,Camarines Norte,Mercedes
REGION V,CAMARINES NORTE,PARACALE,Camarines Norte,Paracale
REGION V,CAMARINES NORTE,SAN LORENZO RUIZ (IMELDA),Camarines Norte,San Lorenzo Ruiz
REGION V,CAMARINES NORTE,SAN VICENTE,Camarines Norte,San Vicente
REGION V,CAMARINES NORTE,SANTA ELENA,Camarines Norte,Santa Elena
REGION V,CAMARINES NORTE,TALISAY,Camarines Norte,Talisay
REGION V,CAMARINES NORTE,VINZONS,Camarines Norte,Vinzons
REGION V,CAMARINES SUR,BAAO,Camarines Sur,Baao
REGION V,CAMARINES SUR,BALATAN,Camarines Sur,Balatan
REGION V,CAMARINES SUR,BATO,Camarines Sur,Bato
REGION V,CAMARINES SUR,BOMBON,Camarines Sur,Bombon
REGION V,CAMARINES SUR,BUHI,Camarines Sur,Buhi
REGION V,CAMARINES SUR,BULA,Camarines Sur,Bula
REGION V,CAMARINES SUR,CABUSAO,Camarines Sur,Cabusao
REGION V,CAMARINES SUR,CALABANGA,Camarines Sur,Calabanga
REGION V,CAMARINES SUR,CAMALIGAN,Camarines Sur,Camaligan
REGION V,CAMARINES SUR,CANAMAN,Camarines Sur,Canaman
REGION V,CAMARINES SUR,CARAMOAN,Camarines Sur,Caramoan
REGION V,CAMARINES SUR,DEL GALLEGO,Camarines Sur,Del Gallego
REGION V,CAMARINES SUR,GAINZA,Camarines Sur,Gainza
REGION V,CAMARINES SUR,GARCHITORENA,Camarines Sur,Garchitorena
REGION V,CAMARINES SUR,GOA,Camarines Sur,Goa
REGION V,CAMARINES SUR,IRIGA CITY,Camarines Sur,Iriga City
REGION V,CAMARINES SUR,LAGONOY,Camarines Sur,Lagonoy
REGION V,CAMARINES SUR,LIBMANAN,Camarines Sur,Libmanan
REGION V,CAMARINES SUR,LUPI,Camarines Sur,Lupi
REGION V,CAMARINES SUR,MAGARAO,Camarines Sur,Magarao
REGION V,CAMARINES SUR,MILAOR,Camarines Sur,Milaor
REGION V,CAMARINES SUR,MINALABAC,Camarines Sur,Minalabac
REGION V,CAMARINES SUR,NABUA,Camarines Sur,Nabua
REGION V,CAMARINES SUR,NAGA CITY,Camarines Sur,Naga City
REGION V,CAMARINES SUR,OCAMPO,Camarines Sur,Ocampo
REGION V,CAMARINES SUR,PAMPLONA,Camarines Sur,Pamplona
REGION V,CAMARINES SUR,PASACAO,Camarines Sur,Pasacao
REGION V,CAMARINES SUR,PILI,Camarines Sur,Pili
REGION V,CAMARINES SUR,PRESENTACION (PARUBCAN),Camarines Sur,Presentacion
REGION V,CAMARINES SUR,RAGAY,Camarines Sur,Ragay
REGION V,CAMARINES SUR,SAGÑAY,Camarines Sur,Sagnay
REGION V,CAMARINES SUR,SAN FERNANDO,Camarines Sur,San Fernando
REGION V,CAMARINES SUR,SAN JOSE,Camarines Sur,San Jose
REGION V,CAMARINES SUR,SIPOCOT,Camarines Sur,Sipocot
REGION V,CAMARINES SUR,SIRUMA,Camarines Sur,Siruma
REGION V,CAMARINES SUR,TIGAON,Camarines Sur,Tigaon
REGION V,CAMARINES SUR,TINAMBAC,Camarines Sur,Tinambac
REGION V,CATANDUANES,BAGAMANOC,Catanduanes,Bagamanoc
REGION V,CATANDUANES,BARAS,Catanduanes,Baras
REGION V,CATANDUANES,BATO,Catanduanes,Bato
REGION V,CATANDUANES,CARAMORAN,Catanduanes,Caramoran
REGION V,CATANDUANES,GIGMOTO,Catanduanes,Gigmoto
REGION V,CATANDUANES,PANDAN,Catanduanes,Pandan
REGION V,CATANDUANES,PANGANIBAN (PAYO),Catanduanes,Panganiban
REGION V,CATANDUANES,SAN ANDRES (CALOLBON),Catanduanes,San Andres
REGION V,CATANDUANES,SAN MIGUEL,Catanduanes,San Miguel
REGION V,CATANDUANES,VIGA,Catanduanes,Viga
REGION V,CATANDUANES,VIRAC,Catanduanes,Virac
REGION V,MASBATE,AROROY,Masbate,Aroroy
REGION V,MASBATE,BALENO,Masbate,Baleno
REGION V,MASBATE,BALUD,Masbate,Balud
REGION V,MASBATE,BATUAN,Masbate,Batuan
REGION V,MASBATE,CATAINGAN,Masbate,Cataingan
REGION V,MASBATE,CAWAYAN,Masbate,Cawayan
REGION V,MASBATE,CLAVERIA,Masbate,Claveria
REGION V,MASBATE,DIMASALANG,Masbate,Dimasalang
REGION V,MASBATE,ESPERANZA,Masbate,Esperanza
REGION V,MASBATE,MANDAON,Masbate,Mandaon
REGION V,MASBATE,MASBATE CITY,Masbate,Masbate City
REGION V,MASBATE,MILAGROS,Masbate,Milagros
REGION V,MASBATE,MOBO,Masbate,Mobo
REGION V,MASBATE,MONREAL,Masbate,Monreal
REGION V,MASBATE,PALANAS,Masbate,Palanas
REGION V,MASBATE,PIO V. CORPUZ (LIMBUHAN),Masbate,Pio V. Corpuz
REGION V,MASBATE,PLACER,Masbate,Placer
REGION V,MASBATE,SAN FERNANDO,Masbate,San Fernando
REGION V,MASBATE,SAN JACINTO,Masbate,San Jacinto
REGION V,MASBATE,SAN PASCUAL,Masbate,San Pascual
REGION V,MASBATE,USON,Masbate,Uson
REGION V,SORSOGON,BARCELONA,Sorsogon,Barcelona
REGION V,SORSOGON,BULAN,Sorsogon,Bulan
REGION V,SORSOGON,BULUSAN,Sorsogon,Bulusan
REGION V,SORSOGON,CASIGURAN,Sorsogon,Casiguran
REGION V,SORSOGON,CASTILLA,Sorsogon,Castilla
REGION V,SORSOGON,DONSOL,Sorsogon,Donsol
REGION V,SORSOGON,GUBAT,Sorsogon,Gubat
REGION V,SORSOGON,IROSIN,Sorsogon,Irosin
REGION V,SORSOGON,JUBAN,Sorsogon,Juban
REGION V,SORSOGON,MAGALLANES,Sorsogon,Magallanes
REGION V,SORSOGON,MATNOG,Sorsogon,Matnog
REGION V,SORSOGON,PILAR,Sorsogon,Pilar
REGION V,SORSOGON,PRIETO DIAZ,Sorsogon,Prieto Diaz
REGION V,SORSOGON,SANTA MAGDALENA,Sorsogon,Santa Magdalena
REGION V,SORSOGON,SORSOGON CITY,Sorsogon,Sorsogon City
REGION VI,AKLAN,ALTAVAS,Aklan,Altavas
REGION VI,AKLAN,BALETE,Aklan,Balete
REGION VI,AKLAN,BANGA,Aklan,Banga
REGION VI,AKLAN,BATAN,Aklan,Batan
REGION VI,AKLAN,BURUANGA,Aklan,Buruanga
REGION VI,AKLAN,IBAJAY,Aklan,Ibajay
REGION VI,AKLAN,KALIBO,Aklan,Kalibo
REGION VI,AKLAN,LEZO,Aklan,Lezo
REGION VI,AKLAN,LIBACAO,Aklan,Libacao
REGION VI,AKLAN,MADALAG,Aklan,Madalag
REGION VI,AKLAN,MAKATO,Aklan,Makato
REGION VI,AKLAN,MALAY,Aklan,Malay
REGION VI,AKLAN,MALINAO,Aklan,Malinao
REGION VI,AKLAN,NABAS,Aklan,Nabas
REGION VI,AKLAN,NEW WASHINGTON,Aklan,New Washington
REGION VI,AKLAN,NUMANCIA,Aklan,Numancia
REGION VI,AKLAN,TANGALAN,Aklan,Tangalan
REGION VI,ANTIQUE,ANINI-Y,Antique,Anini-Y
REGION VI,ANTIQUE,BARBAZA,Antique,Barbaza
REGION VI,ANTIQUE,BELISON,Antique,Belison
REGION VI,ANTIQUE,BUGASONG,Antique,Bugasong
REGION VI,ANTIQUE,CALUYA,Antique,Caluya
REGION VI,ANTIQUE,CULASI,Antique,Culasi
REGION VI,ANTIQUE,HAMTIC,Antique,Hamtic
REGION VI,ANTIQUE,LAUA-AN,Antique,Laua-An
REGION VI,ANTIQUE,LIBERTAD,Antique,Libertad
REGION VI,ANTIQUE,PANDAN,Antique,Pandan
REGION VI,ANTIQUE,PATNONGON,Antique,Patnongon
REGION VI,ANTIQUE,SAN JOSE,Antique,San Jose
REGION VI,ANTIQUE,SAN REMIGIO,Antique,San Remigio
REGION VI,ANTIQUE,SEBASTE,Antique,Sebaste
REGION VI,ANTIQUE,SIBALOM,Antique,Sibalom
REGION VI,ANTIQUE,TIBIAO,Antique,Tibiao
REGION VI,ANTIQUE,TOBIAS FORNIER (DAO),Antique,Tobias Fornier
REGION VI,ANTIQUE,VALDERRAMA,Antique,Valderrama
REGION VI,CAPIZ,CUARTERO,Capiz,Cuartero
REGION VI,CAPIZ,DAO,Capiz,Dao
REGION VI,CAPIZ,DUMALAG,Capiz,Dumalag
REGION VI,CAPIZ,DUMARAO,Capiz,Dumarao
REGION VI,CAPIZ,IVISAN,Capiz,Ivisan
REGION VI,CAPIZ,JAMINDAN,Capiz,Jamindan
REGION VI,CAPIZ,MA-AYON,Capiz,Ma-Ayon
REGION VI,CAPIZ,MAMBUSAO,Capiz,Mambusao
REGION VI,CAPIZ,PANAY,Capiz,Panay
REGION VI,CAPIZ,PANITAN,Capiz,Panitan
REGION VI,CAPIZ,PILAR,Capiz,Pilar
REGION VI,CAPIZ,PONTEVEDRA,Capiz,Pontevedra
REGION VI,CAPIZ,PRESIDENT ROXAS,Capiz,President Roxas
REGION VI,CAPIZ,ROXAS CITY,Capiz,Roxas City
REGION VI,CAPIZ,SAPI-AN,Capiz,Sapi-An
REGION VI,CAPIZ,SIGMA,Capiz,Sigma
REGION VI,CAPIZ,TAPAZ,Capiz,Tapaz
REGION VI,GUIMARAS,BUENAVISTA,Guimaras,Buenavista
REGION VI,GUIMARAS,JORDAN,Guimaras,Jordan
REGION VI,GUIMARAS,NUEVA VALENCIA,Guimaras,Nueva Valencia
REGION VI,GUIMARAS,SAN LORENZO,Guimaras,San Lorenzo
REGION VI,GUIMARAS,SIBUNAG,Guimaras,Sibunag
REGION VI,ILOILO,AJUY,Iloilo,Ajuy
REGION VI,ILOILO,ALIMODIAN,Iloilo,Alimodian
REGION VI,ILOILO,ANILAO,Iloilo,Anilao
REGION VI,ILOILO,BADIANGAN,Iloilo,Badiangan
REGION VI,ILOILO,BALASAN,Iloilo,Balasan
REGION VI,ILOILO,BANATE,Iloilo,Banate
REGION VI,ILOILO,BAROTAC NUEVO,Iloilo,Barotac Nuevo
REGION VI,ILOILO,BAROTAC VIEJO,Iloilo,Barotac Viejo
REGION VI,ILOILO,BATAD,Iloilo,Batad
REGION VI,ILOILO,BINGAWAN,Iloilo,Bingawan
REGION VI,ILOILO,CABATUAN,Iloilo,Cabatuan
REGION VI,ILOILO,CALINOG,Iloilo,Calinog
REGION VI,ILOILO,CARLES,Iloilo,Carles
REGION VI,ILOILO,CITY OF PASSI,Iloilo,Passi City
REGION VI,ILOILO,CONCEPCION,Iloilo,Concepcion
REGION VI,ILOILO,DINGLE,Iloilo,Dingle
REGION VI,ILOILO,DUEÑAS,Iloilo,Duenas
REGION VI,ILOILO,DUMANGAS,Iloilo,Dumangas
REGION VI,ILOILO,ESTANCIA,Iloilo,Estancia
REGION VI,ILOILO,GUIMBAL,Iloilo,Guimbal
REGION VI,ILOILO,IGBARAS,Iloilo,Igbaras
REGION VI,ILOILO,ILOILO CITY,Iloilo,Iloilo City
REGION VI,ILOILO,JANIUAY,Iloilo,Janiuay
REGION VI,ILOILO,LAMBUNAO,Iloilo,Lambunao
REGION VI,ILOILO,LEGANES,Iloilo,Leganes
REGION VI,ILOILO,LEMERY,Iloilo,Lemery
REGION VI,ILOILO,LEON,Iloilo,Leon
REGION VI,ILOILO,MAASIN,Iloilo,Maasin
REGION VI,ILOILO,MIAGAO,Iloilo,Miagao
REGION VI,ILOILO,MINA,Iloilo,Mina
REGION VI,ILOILO,NEW LUCENA,Iloilo,New Lucena
