region,province,municipality,gadm_province,gadm_municipality
REGION XI,DAVAO DEL SUR,HAGONOY,Davao del Sur,Hagonoy
REGION XI,DAVAO DEL SUR,KIBLAWAN,Davao del Sur,Kiblawan
REGION XI,DAVAO DEL SUR,MAGSAYSAY,Davao del Sur,Magsaysay
REGION XI,DAVAO DEL SUR,MALALAG,Davao del Sur,Malalag
REGION XI,DAVAO DEL SUR,MATANAO,Davao del Sur,Matanao
REGION XI,DAVAO DEL SUR,PADADA,Davao del Sur,Padada
REGION XI,DAVAO DEL SUR,SANTA CRUZ,Davao del Sur,Santa Cruz
REGION XI,DAVAO DEL SUR,SULOP,Davao del Sur,Sulop
REGION XI,DAVAO OCCIDENTAL,DON MARCELINO,Davao del Sur,Don Marcelino
REGION XI,DAVAO OCCIDENTAL,JOSE ABAD SANTOS (TRINIDAD),Davao del Sur,Jose Abad Santos
REGION XI,DAVAO OCCIDENTAL,MALITA,Davao del Sur,Malita
REGION XI,DAVAO OCCIDENTAL,SANTA MARIA,Davao del Sur,Santa Maria
REGION XI,DAVAO OCCIDENTAL,SARANGANI,Davao del Sur,Sarangani
REGION XI,DAVAO ORIENTAL,BAGANGA,Davao Oriental,Baganga
REGION XI,DAVAO ORIENTAL,BANAYBANAY,Davao Oriental,Banaybanay
REGION XI,DAVAO ORIENTAL,BOSTON,Davao Oriental,Boston
REGION XI,DAVAO ORIENTAL,CARAGA,Davao Oriental,Caraga
REGION XI,DAVAO ORIENTAL,CATEEL,Davao Oriental,Cateel
REGION XI,DAVAO ORIENTAL,GOVERNOR GENEROSO,Davao Oriental,Governor Generoso
REGION XI,DAVAO ORIENTAL,LUPON,Davao Oriental,Lupon
REGION XI,DAVAO ORIENTAL,MANAY,Davao Oriental,Manay
REGION XI,DAVAO ORIENTAL,MATI  CITY,Davao Oriental,Mati City
REGION XI,DAVAO ORIENTAL,SAN ISIDRO,Davao Oriental,San Isidro
REGION XI,DAVAO ORIENTAL,TARRAGONA,Davao Oriental,Tarragona
REGION XII,COTABATO (NORTH COT.),ALAMADA,North Cotabato,Alamada
REGION XII,COTABATO (NORTH COT.),ALEOSAN,North Cotabato,Aleosan
REGION XII,COTABATO (NORTH COT.),ANTIPAS,North Cotabato,Antipas
REGION XII,COTABATO (NORTH COT.),ARAKAN,North Cotabato,Arakan
REGION XII,COTABATO (NORTH COT.),BANISILAN,North Cotabato,Banisilan
REGION XII,COTABATO (NORTH COT.),CARMEN,North Cotabato,Carmen
REGION XII,COTABATO (NORTH COT.),CITY OF KIDAPAWAN,North Cotabato,Kidapawan City
REGION XII,COTABATO (NORTH COT.),KABACAN,North Cotabato,Kabacan
REGION XII,COTABATO (NORTH COT.),LIBUNGAN,North Cotabato,Libungan
REGION XII,COTABATO (NORTH COT.),M'LANG,North Cotabato,M'Lang
REGION XII,COTABATO (NORTH COT.),MAGPET,North Cotabato,Magpet
REGION XII,COTABATO (NORTH COT.),MAKILALA,North Cotabato,Makilala
REGION XII,COTABATO (NORTH COT.),MATALAM,North Cotabato,Matalam
REGION XII,COTABATO (NORTH COT.),MIDSAYAP,North Cotabato,Midsayap
REGION XII,COTABATO (NORTH COT.),PIGKAWAYAN,North Cotabato,Pigkawayan
REGION XII,COTABATO (NORTH COT.),PIKIT,North Cotabato,Pikit
REGION XII,COTABATO (NORTH COT.),PRESIDENT ROXAS,North Cotabato,President Roxas
REGION XII,COTABATO (NORTH COT.),TULUNAN,North Cotabato,Tulunan
REGION XII,SARANGANI,ALABEL,Sarangani,Alabel
REGION XII,SARANGANI,GLAN,Sarangani,Glan
REGION XII,SARANGANI,KIAMBA,Sarangani,Kiamba
REGION XII,SARANGANI,MAASIM,Sarangani,Maasim
REGION XII,SARANGANI,MAITUM,Sarangani,Maitum
REGION XII,SARANGANI,MALAPATAN,Sarangani,Malapatan
REGION XII,SARANGANI,MALUNGON,Sarangani,Malungon
REGION XII,SOUTH COTABATO,BANGA,South Cotabato,Banga
REGION XII,SOUTH COTABATO,GENERAL SANTOS CITY  (DADIANGAS),South Cotabato,General Santos City
REGION XII,SOUTH COTABATO,KORONADAL CITY,South Cotabato,Koronadal City
REGION XII,SOUTH COTABATO,LAKE SEBU,South Cotabato,Lake Sebu
REGION XII,SOUTH COTABATO,NORALA,South Cotabato,Norala
REGION XII,SOUTH COTABATO,POLOMOLOK,South Cotabato,Polomolok
REGION XII,SOUTH COTABATO,SANTO NIÑO,South Cotabato,Santo Nino
REGION XII,SOUTH COTABATO,SURALLAH,South Cotabato,Surallah
REGION XII,SOUTH COTABATO,TAMPAKAN,South Cotabato,Tampakan
REGION XII,SOUTH COTABATO,TANTANGAN,South Cotabato,Tantangan
REGION XII,SOUTH COTABATO,TUPI,South Cotabato,Tupi
REGION XII,SOUTH COTABATO,T`BOLI,South Cotabato,T'Boli
REGION XII,SULTAN KUDARAT,BAGUMBAYAN,Sultan Kudarat,Bagumbayan
REGION XII,SULTAN KUDARAT,COLUMBIO,Sultan Kudarat,Columbio
REGION XII,SULTAN KUDARAT,ESPERANZA,Sultan Kudarat,Esperanza
REGION XII,SULTAN KUDARAT,ISULAN,Sultan Kudarat,Isulan
REGION XII,SULTAN KUDARAT,KALAMANSIG,Sultan Kudarat,Kalamansig
REGION XII,SULTAN KUDARAT,LAMBAYONG (MARIANO MARCOS),Sultan Kudarat,Lambayong
REGION XII,SULTAN KUDARAT,LEBAK,Sultan Kudarat,Lebak
REGION XII,SULTAN KUDARAT,LUTAYAN,Sultan Kudarat,Lutayan
REGION XII,SULTAN KUDARAT,PALIMBANG,Sultan Kudarat,Palimbang
REGION XII,SULTAN KUDARAT,PRESIDENT QUIRINO,Sultan Kudarat,President Quirino
REGION XII,SULTAN KUDARAT,SEN. NINOY AQUINO,Sultan Kudarat,Sen. Ninoy Aquino
REGION XII,SULTAN KUDARAT,TACURONG CITY,Sultan Kudarat,Tacurong City
REGION XIII,AGUSAN DEL NORTE,BUENAVISTA,Agusan del Norte,Buenavista
REGION XIII,AGUSAN DEL NORTE,BUTUAN CITY,Agusan del Norte,Butuan City
REGION XIII,AGUSAN DEL NORTE,CABADBARAN CITY,Agusan del Norte,Cabadbaran City
REGION XIII,AGUSAN DEL NORTE,CARMEN,Agusan del Norte,Carmen
REGION XIII,AGUSAN DEL NORTE,JABONGA,Agusan del Norte,Jabonga
REGION XIII,AGUSAN DEL NORTE,KITCHARAO,Agusan del Norte,Kitcharao
REGION XIII,AGUSAN DEL NORTE,LAS NIEVES,Agusan del Norte,Las Nieves
REGION XIII,AGUSAN DEL NORTE,MAGALLANES,Agusan del Norte,Magallanes
REGION XIII,AGUSAN DEL NORTE,NASIPIT,Agusan del Norte,Nasipit
REGION XIII,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,Agusan del Norte,Remedios T. Romualdez
REGION XIII,AGUSAN DEL NORTE,SANTIAGO,Agusan del Norte,Santiago
REGION XIII,AGUSAN DEL NORTE,TUBAY,Agusan del Norte,Tubay
REGION XIII,AGUSAN DEL SUR,BAYUGAN  CITY,Agusan del Sur,Bayugan City
REGION XIII,AGUSAN DEL SUR,BUNAWAN,Agusan del Sur,Bunawan
REGION XIII,AGUSAN DEL SUR,ESPERANZA,Agusan del Sur,Esperanza
REGION XIII,AGUSAN DEL SUR,LA PAZ,Agusan del Sur,La Paz
REGION XIII,AGUSAN DEL SUR,LORETO,Agusan del Sur,Loreto
REGION XIII,AGUSAN DEL SUR,PROSPERIDAD,Agusan del Sur,Prosperidad
REGION XIII,AGUSAN DEL SUR,ROSARIO,Agusan del Sur,Rosario
REGION XIII,AGUSAN DEL SUR,SAN FRANCISCO,Agusan del Sur,San Francisco
REGION XIII,AGUSAN DEL SUR,SAN LUIS,Agusan del Sur,San Luis
REGION XIII,AGUSAN DEL SUR,SANTA JOSEFA,Agusan del Sur,Santa Josefa
REGION XIII,AGUSAN DEL SUR,SIBAGAT,Agusan del Sur,Sibagat
REGION XIII,AGUSAN DEL SUR,TALACOGON,Agusan del Sur,Talacogon
REGION XIII,AGUSAN DEL SUR,TRENTO,Agusan del Sur,Trento
REGION XIII,AGUSAN DEL SUR,VERUELA,Agusan del Sur,Veruela
REGION XIII,DINAGAT ISLANDS,BASILISA (RIZAL),Dinagat Islands,Basilisa
REGION XIII,DINAGAT ISLANDS,CAGDIANAO,Dinagat Islands,Cagdianao
REGION XIII,DINAGAT ISLANDS,DINAGAT,Dinagat Islands,Dinagat
REGION XIII,DINAGAT ISLANDS,LIBJO (ALBOR),Dinagat Islands,Libjo
REGION XIII,DINAGAT ISLANDS,LORETO,Dinagat Islands,Loreto
REGION XIII,DINAGAT ISLANDS,SAN JOSE,Dinagat Islands,San Jose
REGION XIII,DINAGAT ISLANDS,TUBAJON,Dinagat Islands,Tubajon
REGION XIII,SURIGAO DEL NORTE,ALEGRIA,Surigao del Norte,Alegria
REGION XIII,SURIGAO DEL NORTE,BACUAG,Surigao del Norte,Bacuag
REGION XIII,SURIGAO DEL NORTE,BURGOS,Surigao del Norte,Burgos
REGION XIII,SURIGAO DEL NORTE,CLAVER,Surigao del Norte,Claver
REGION XIII,SURIGAO DEL NORTE,DAPA,Surigao del Norte,Dapa
REGION XIII,SURIGAO DEL NORTE,DEL CARMEN,Surigao del Norte,Del Carmen
REGION XIII,SURIGAO DEL NORTE,GENERAL LUNA,Surigao del Norte,General Luna
REGION XIII,SURIGAO DEL NORTE,GIGAQUIT,Surigao del Norte,Gigaquit
REGION XIII,SURIGAO DEL NORTE,MAINIT,Surigao del Norte,Mainit
REGION XIII,SURIGAO DEL NORTE,MALIMONO,Surigao del Norte,Malimono
REGION XIII,SURIGAO DEL NORTE,PILAR,Surigao del Norte,Pilar
REGION XIII,SURIGAO DEL NORTE,PLACER,Surigao del Norte,Placer
REGION XIII,SURIGAO DEL NORTE,SAN BENITO,Surigao del Norte,San Benito
REGION XIII,SURIGAO DEL NORTE,SAN FRANCISCO (ANAO-AON),Surigao del Norte,San Francisco
REGION XIII,SURIGAO DEL NORTE,SAN ISIDRO,Surigao del Norte,San Isidro
REGION XIII,SURIGAO DEL NORTE,SANTA MONICA (SAPAO),Surigao del Norte,Santa Monica
REGION XIII,SURIGAO DEL NORTE,SISON,Surigao del Norte,Sison
REGION XIII,SURIGAO DEL NORTE,SOCORRO,Surigao del Norte,Socorro
REGION XIII,SURIGAO DEL NORTE,SURIGAO CITY,Surigao del Norte,Surigao City
REGION XIII,SURIGAO DEL NORTE,TAGANA-AN,Surigao del Norte,Tagana-An
REGION XIII,SURIGAO DEL NORTE,TUBOD,Surigao del Norte,Tubod
REGION XIII,SURIGAO DEL SUR,BAROBO,Surigao del Sur,Barobo
REGION XIII,SURIGAO DEL SUR,BAYABAS,Surigao del Sur,Bayabas
REGION XIII,SURIGAO DEL SUR,BISLIG CITY,Surigao del Sur,Bislig City
REGION XIII,SURIGAO DEL SUR,CAGWAIT,Surigao del Sur,Cagwait
REGION XIII,SURIGAO DEL SUR,CANTILAN,Surigao del Sur,Cantilan
REGION XIII,SURIGAO DEL SUR,CARMEN,Surigao del Sur,Carmen
REGION XIII,SURIGAO DEL SUR,CARRASCAL,Surigao del Sur,Carrascal
REGION XIII,SURIGAO DEL SUR,CORTES,Surigao del Sur,Cortes
REGION XIII,SURIGAO DEL SUR,HINATUAN,Surigao del Sur,Hinatuan
REGION XIII,SURIGAO DEL SUR,LANUZA,Surigao del Sur,Lanuza
REGION XIII,SURIGAO DEL SUR,LIANGA,Surigao del Sur,Lianga
REGION XIII,SURIGAO DEL SUR,LINGIG,Surigao del Sur,Lingig
REGION XIII,SURIGAO DEL SUR,MADRID,Surigao del Sur,Madrid
REGION XIII,SURIGAO DEL SUR,MARIHATAG,Surigao del Sur,Marihatag
REGION XIII,SURIGAO DEL SUR,SAN AGUSTIN,Surigao del Sur,San Agustin
REGION XIII,SURIGAO DEL SUR,SAN MIGUEL,Surigao del Sur,San Miguel
REGION XIII,SURIGAO DEL SUR,TAGBINA,Surigao del Sur,Tagbina
REGION XIII,SURIGAO DEL SUR,TAGO,Surigao del Sur,Tago
REGION XIII,SURIGAO DEL SUR,TANDAG CITY,Surigao del Sur,Tandag City
