precinct_code,registered_voters,ballots_cast,is_city,income_class,population,land_area
55170026,592,503,0.0,1st,91109.0,4836.0
55170027,526,458,0.0,1st,91109.0,4836.0
55170023,723,649,0.0,1st,91109.0,4836.0
55170022,768,650,0.0,1st,91109.0,4836.0
55170025,787,662,0.0,1st,91109.0,4836.0
55170024,746,647,0.0,1st,91109.0,4836.0
55170002,600,531,0.0,1st,91109.0,4836.0
55170001,520,471,0.0,1st,91109.0,4836.0
55170056,750,650,0.0,1st,91109.0,4836.0
55170057,692,614,0.0,1st,91109.0,4836.0
55170058,524,465,0.0,1st,91109.0,4836.0
55170037,446,385,0.0,1st,91109.0,4836.0
55170035,486,433,0.0,1st,91109.0,4836.0
55170034,585,514,0.0,1st,91109.0,4836.0
55170036,502,439,0.0,1st,91109.0,4836.0
55170051,537,450,0.0,1st,91109.0,4836.0
55170050,715,638,0.0,1st,91109.0,4836.0
55170052,526,472,0.0,1st,91109.0,4836.0
55170049,653,563,0.0,1st,91109.0,4836.0
55170083,633,551,0.0,1st,91109.0,4836.0
55170082,690,625,0.0,1st,91109.0,4836.0
55170084,547,495,0.0,1st,91109.0,4836.0
55170085,636,556,0.0,1st,91109.0,4836.0
55170046,512,436,0.0,1st,91109.0,4836.0
55170045,584,516,0.0,1st,91109.0,4836.0
55170044,648,587,0.0,1st,91109.0,4836.0
55170055,767,658,0.0,1st,91109.0,4836.0
55170053,784,716,0.0,1st,91109.0,4836.0
55170054,796,681,0.0,1st,91109.0,4836.0
55170015,627,561,0.0,1st,91109.0,4836.0
55170014,535,483,0.0,1st,91109.0,4836.0
55170013,644,588,0.0,1st,91109.0,4836.0
55170003,357,288,0.0,1st,91109.0,4836.0
55170004,383,332,0.0,1st,91109.0,4836.0
55170075,800,705,0.0,1st,91109.0,4836.0
55170073,797,672,0.0,1st,91109.0,4836.0
55170076,777,659,0.0,1st,91109.0,4836.0
55170074,797,691,0.0,1st,91109.0,4836.0
55170072,775,663,0.0,1st,91109.0,4836.0
55170079,746,652,0.0,1st,91109.0,4836.0
55170081,460,406,0.0,1st,91109.0,4836.0
55170080,552,494,0.0,1st,91109.0,4836.0
55170005,798,733,0.0,1st,91109.0,4836.0
55170008,741,661,0.0,1st,91109.0,4836.0
55170007,798,659,0.0,1st,91109.0,4836.0
55170009,423,383,0.0,1st,91109.0,4836.0
55170006,798,701,0.0,1st,91109.0,4836.0
55170029,537,482,0.0,1st,91109.0,4836.0
55170028,560,500,0.0,1st,91109.0,4836.0
55170030,651,584,0.0,1st,91109.0,4836.0
55170038,626,567,0.0,1st,91109.0,4836.0
55170040,568,513,0.0,1st,91109.0,4836.0
55170039,496,439,0.0,1st,91109.0,4836.0
55170066,570,516,0.0,1st,91109.0,4836.0
55170065,471,429,0.0,1st,91109.0,4836.0
55170064,667,578,0.0,1st,91109.0,4836.0
55170067,728,649,0.0,1st,91109.0,4836.0
55170068,591,533,0.0,1st,91109.0,4836.0
55170018,706,614,0.0,1st,91109.0,4836.0
55170020,656,570,0.0,1st,91109.0,4836.0
55170016,742,633,0.0,1st,91109.0,4836.0
55170021,426,376,0.0,1st,91109.0,4836.0
55170017,773,658,0.0,1st,91109.0,4836.0
55170019,557,500,0.0,1st,91109.0,4836.0
55170078,459,410,0.0,1st,91109.0,4836.0
55170077,463,432,0.0,1st,91109.0,4836.0
55170033,658,600,0.0,1st,91109.0,4836.0
55170031,733,656,0.0,1st,91109.0,4836.0
55170032,785,697,0.0,1st,91109.0,4836.0
55170071,675,587,0.0,1st,91109.0,4836.0
55170070,616,522,0.0,1st,91109.0,4836.0
55170069,614,542,0.0,1st,91109.0,4836.0
55170061,604,531,0.0,1st,91109.0,4836.0
55170060,620,552,0.0,1st,91109.0,4836.0
55170062,561,489,0.0,1st,91109.0,4836.0
55170063,748,683,0.0,1st,91109.0,4836.0
55170059,691,611,0.0,1st,91109.0,4836.0
55170012,515,453,0.0,1st,91109.0,4836.0
55170010,729,668,0.0,1st,91109.0,4836.0
55170011,636,561,0.0,1st,91109.0,4836.0
55170047,564,510,0.0,1st,91109.0,4836.0
55170048,591,536,0.0,1st,91109.0,4836.0
55170043,515,458,0.0,1st,91109.0,4836.0
55170041,622,542,0.0,1st,91109.0,4836.0
55170042,605,557,0.0,1st,91109.0,4836.0
55280017,494,409,0.0,3rd,34439.0,3000.0
55280018,546,475,0.0,3rd,34439.0,3000.0
55280006,454,390,0.0,3rd,34439.0,3000.0
55280007,387,331,0.0,3rd,34439.0,3000.0
55280012,749,611,0.0,3rd,34439.0,3000.0
55280016,517,470,0.0,3rd,34439.0,3000.0
55280015,613,523,0.0,3rd,34439.0,3000.0
55280002,632,531,0.0,3rd,34439.0,3000.0
55280003,614,520,0.0,3rd,34439.0,3000.0
55280001,741,631,0.0,3rd,34439.0,3000.0
55280024,765,637,0.0,3rd,34439.0,3000.0
55280022,725,611,0.0,3rd,34439.0,3000.0
55280023,728,619,0.0,3rd,34439.0,3000.0
55280032,796,667,0.0,3rd,34439.0,3000.0
55280033,757,641,0.0,3rd,34439.0,3000.0
55280020,598,510,0.0,3rd,34439.0,3000.0
55280019,698,608,0.0,3rd,34439.0,3000.0
55280021,562,470,0.0,3rd,34439.0,3000.0
55280004,555,448,0.0,3rd,34439.0,3000.0
55280005,470,404,0.0,3rd,34439.0,3000.0
55280028,563,463,0.0,3rd,34439.0,3000.0
55280027,636,551,0.0,3rd,34439.0,3000.0
55280025,766,669,0.0,3rd,34439.0,3000.0
55280026,563,479,0.0,3rd,34439.0,3000.0
55280013,489,402,0.0,3rd,34439.0,3000.0
55280014,433,386,0.0,3rd,34439.0,3000.0
55280008,762,620,0.0,3rd,34439.0,3000.0
55280029,563,470,0.0,3rd,34439.0,3000.0
55280030,567,451,0.0,3rd,34439.0,3000.0
55280031,764,646,0.0,3rd,34439.0,3000.0
55280011,631,521,0.0,3rd,34439.0,3000.0
55280010,773,639,0.0,3rd,34439.0,3000.0
55280009,783,652,0.0,3rd,34439.0,3000.0
55140058,600,495,0.0,1st,74545.0,19722.0
55140059,695,584,0.0,1st,74545.0,19722.0
55140025,556,416,0.0,1st,74545.0,19722.0
55140026,544,415,0.0,1st,74545.0,19722.0
55140053,620,472,0.0,1st,74545.0,19722.0
55140055,530,427,0.0,1st,74545.0,19722.0
55140056,766,606,0.0,1st,74545.0,19722.0
55140046,770,639,0.0,1st,74545.0,19722.0
55140047,783,657,0.0,1st,74545.0,19722.0
55140036,632,524,0.0,1st,74545.0,19722.0
55140037,566,471,0.0,1st,74545.0,19722.0
55140038,460,389,0.0,1st,74545.0,19722.0
55140044,509,436,0.0,1st,74545.0,19722.0
55140045,747,624,0.0,1st,74545.0,19722.0
55140043,500,431,0.0,1st,74545.0,19722.0
55140029,632,509,0.0,1st,74545.0,19722.0
55140030,700,581,0.0,1st,74545.0,19722.0
55140057,458,350,0.0,1st,74545.0,19722.0
55140027,449,352,0.0,1st,74545.0,19722.0
55140028,471,385,0.0,1st,74545.0,19722.0
55140024,460,365,0.0,1st,74545.0,19722.0
55140023,370,304,0.0,1st,74545.0,19722.0
55140033,677,570,0.0,1st,74545.0,19722.0
55140004,757,618,0.0,1st,74545.0,19722.0
55140005,622,517,0.0,1st,74545.0,19722.0
55140006,698,574,0.0,1st,74545.0,19722.0
55140019,689,568,0.0,1st,74545.0,19722.0
55140020,465,372,0.0,1st,74545.0,19722.0
55140015,685,552,0.0,1st,74545.0,19722.0
55140014,494,395,0.0,1st,74545.0,19722.0
55140016,640,510,0.0,1st,74545.0,19722.0
55140010,771,640,0.0,1st,74545.0,19722.0
55140008,631,509,0.0,1st,74545.0,19722.0
55140009,533,452,0.0,1st,74545.0,19722.0
55140007,583,467,0.0,1st,74545.0,19722.0
55140031,600,495,0.0,1st,74545.0,19722.0
55140032,664,554,0.0,1st,74545.0,19722.0
55140062,705,537,0.0,1st,74545.0,19722.0
55140011,733,599,0.0,1st,74545.0,19722.0
55140013,744,595,0.0,1st,74545.0,19722.0
55140012,672,542,0.0,1st,74545.0,19722.0
55140054,545,425,0.0,1st,74545.0,19722.0
55140063,508,426,0.0,1st,74545.0,19722.0
55140064,407,307,0.0,1st,74545.0,19722.0
55140065,675,555,0.0,1st,74545.0,19722.0
55140060,529,444,0.0,1st,74545.0,19722.0
55140061,597,492,0.0,1st,74545.0,19722.0
55140050,638,524,0.0,1st,74545.0,19722.0
55140049,650,542,0.0,1st,74545.0,19722.0
55140017,675,559,0.0,1st,74545.0,19722.0
55140018,772,587,0.0,1st,74545.0,19722.0
55140035,654,533,0.0,1st,74545.0,19722.0
55140034,637,504,0.0,1st,74545.0,19722.0
55140048,800,624,0.0,1st,74545.0,19722.0
55140039,684,569,0.0,1st,74545.0,19722.0
55140041,504,427,0.0,1st,74545.0,19722.0
55140040,722,599,0.0,1st,74545.0,19722.0
55140042,648,517,0.0,1st,74545.0,19722.0
55140021,492,395,0.0,1st,74545.0,19722.0
55140022,404,315,0.0,1st,74545.0,19722.0
55140052,691,576,0.0,1st,74545.0,19722.0
55140051,716,575,0.0,1st,74545.0,19722.0
55140003,443,359,0.0,1st,74545.0,19722.0
55140002,648,532,0.0,1st,74545.0,19722.0
55140001,650,544,0.0,1st,74545.0,19722.0
55050029,595,519,0.0,3rd,37011.0,7455.0
55050028,601,504,0.0,3rd,37011.0,7455.0
55050034,425,368,0.0,3rd,37011.0,7455.0
55050035,513,435,0.0,3rd,37011.0,7455.0
55050039,568,463,0.0,3rd,37011.0,7455.0
55050040,556,467,0.0,3rd,37011.0,7455.0
55050025,537,446,0.0,3rd,37011.0,7455.0
55050023,568,481,0.0,3rd,37011.0,7455.0
55050024,555,434,0.0,3rd,37011.0,7455.0
55050032,663,555,0.0,3rd,37011.0,7455.0
55050033,594,503,0.0,3rd,37011.0,7455.0
55050002,720,584,0.0,3rd,37011.0,7455.0
55050003,660,570,0.0,3rd,37011.0,7455.0
55050001,737,584,0.0,3rd,37011.0,7455.0
55050019,444,370,0.0,3rd,37011.0,7455.0
55050018,463,386,0.0,3rd,37011.0,7455.0
55050021,552,453,0.0,3rd,37011.0,7455.0
55050020,500,419,0.0,3rd,37011.0,7455.0
55050007,570,476,0.0,3rd,37011.0,7455.0
55050006,531,447,0.0,3rd,37011.0,7455.0
55050027,528,437,0.0,3rd,37011.0,7455.0
55050026,544,446,0.0,3rd,37011.0,7455.0
55050009,484,398,0.0,3rd,37011.0,7455.0
55050008,504,428,0.0,3rd,37011.0,7455.0
55050030,754,624,0.0,3rd,37011.0,7455.0
55050031,724,632,0.0,3rd,37011.0,7455.0
55050022,725,610,0.0,3rd,37011.0,7455.0
55050014,652,553,0.0,3rd,37011.0,7455.0
55050015,613,511,0.0,3rd,37011.0,7455.0
55050013,579,491,0.0,3rd,37011.0,7455.0
55050012,589,480,0.0,3rd,37011.0,7455.0
55050011,566,460,0.0,3rd,37011.0,7455.0
55050010,629,546,0.0,3rd,37011.0,7455.0
55050017,691,588,0.0,3rd,37011.0,7455.0
55050016,548,450,0.0,3rd,37011.0,7455.0
55050005,506,430,0.0,3rd,37011.0,7455.0
55050004,502,415,0.0,3rd,37011.0,7455.0
55050036,606,495,0.0,3rd,37011.0,7455.0
55050038,584,491,0.0,3rd,37011.0,7455.0
55050037,555,477,0.0,3rd,37011.0,7455.0
55260078,769,668,0.0,1st,98905.0,4847.0
55260079,690,619,0.0,1st,98905.0,4847.0
55260029,702,593,0.0,1st,98905.0,4847.0
55260030,758,664,0.0,1st,98905.0,4847.0
55260031,684,567,0.0,1st,98905.0,4847.0
55260061,768,683,0.0,1st,98905.0,4847.0
55260060,701,611,0.0,1st,98905.0,4847.0
55260085,634,552,0.0,1st,98905.0,4847.0
55260084,755,641,0.0,1st,98905.0,4847.0
55260049,670,579,0.0,1st,98905.0,4847.0
55260048,546,468,0.0,1st,98905.0,4847.0
55260047,691,614,0.0,1st,98905.0,4847.0
55260066,681,601,0.0,1st,98905.0,4847.0
55260068,572,498,0.0,1st,98905.0,4847.0
55260067,665,564,0.0,1st,98905.0,4847.0
55260056,563,478,0.0,1st,98905.0,4847.0
55260055,611,520,0.0,1st,98905.0,4847.0
55260001,756,623,0.0,1st,98905.0,4847.0
55260003,762,634,0.0,1st,98905.0,4847.0
55260004,787,654,0.0,1st,98905.0,4847.0
55260002,760,642,0.0,1st,98905.0,4847.0
55260044,621,532,0.0,1st,98905.0,4847.0
55260045,556,471,0.0,1st,98905.0,4847.0
55260046,620,540,0.0,1st,98905.0,4847.0
55260041,561,484,0.0,1st,98905.0,4847.0
55260043,683,571,0.0,1st,98905.0,4847.0
55260042,610,538,0.0,1st,98905.0,4847.0
55260032,541,452,0.0,1st,98905.0,4847.0
55260035,588,481,0.0,1st,98905.0,4847.0
55260033,659,542,0.0,1st,98905.0,4847.0
55260034,611,520,0.0,1st,98905.0,4847.0
55260072,678,588,0.0,1st,98905.0,4847.0
55260071,584,493,0.0,1st,98905.0,4847.0
55260073,486,404,0.0,1st,98905.0,4847.0
55260065,612,511,0.0,1st,98905.0,4847.0
55260064,633,535,0.0,1st,98905.0,4847.0
55260063,543,474,0.0,1st,98905.0,4847.0
55260062,629,539,0.0,1st,98905.0,4847.0
55260016,766,662,0.0,1st,98905.0,4847.0
55260019,768,659,0.0,1st,98905.0,4847.0
55260017,754,647,0.0,1st,98905.0,4847.0
55260018,768,665,0.0,1st,98905.0,4847.0
55260023,750,588,0.0,1st,98905.0,4847.0
55260026,713,586,0.0,1st,98905.0,4847.0
55260024,754,620,0.0,1st,98905.0,4847.0
55260025,754,644,0.0,1st,98905.0,4847.0
55260059,788,672,0.0,1st,98905.0,4847.0
55260057,790,692,0.0,1st,98905.0,4847.0
55260058,799,674,0.0,1st,98905.0,4847.0
55260086,758,646,0.0,1st,98905.0,4847.0
55260087,680,599,0.0,1st,98905.0,4847.0
55260022,729,629,0.0,1st,98905.0,4847.0
55260020,783,673,0.0,1st,98905.0,4847.0
55260021,784,683,0.0,1st,98905.0,4847.0
55260036,750,647,0.0,1st,98905.0,4847.0
55260037,783,679,0.0,1st,98905.0,4847.0
55260009,756,629,0.0,1st,98905.0,4847.0
55260010,766,664,0.0,1st,98905.0,4847.0
55260076,449,396,0.0,1st,98905.0,4847.0
55260077,409,365,0.0,1st,98905.0,4847.0
55260051,515,439,0.0,1st,98905.0,4847.0
55260050,355,306,0.0,1st,98905.0,4847.0
55260040,499,424,0.0,1st,98905.0,4847.0
55260038,554,454,0.0,1st,98905.0,4847.0
55260039,595,502,0.0,1st,98905.0,4847.0
55260069,792,683,0.0,1st,98905.0,4847.0
55260070,776,677,0.0,1st,98905.0,4847.0
55260012,733,648,0.0,1st,98905.0,4847.0
55260015,687,604,0.0,1st,98905.0,4847.0
55260013,775,665,0.0,1st,98905.0,4847.0
55260014,732,622,0.0,1st,98905.0,4847.0
55260011,665,584,0.0,1st,98905.0,4847.0
55260083,564,482,0.0,1st,98905.0,4847.0
55260082,678,583,0.0,1st,98905.0,4847.0
55260081,625,534,0.0,1st,98905.0,4847.0
55260080,625,557,0.0,1st,98905.0,4847.0
55260007,615,539,0.0,1st,98905.0,4847.0
55260008,663,565,0.0,1st,98905.0,4847.0
55260005,627,520,0.0,1st,98905.0,4847.0
55260006,575,496,0.0,1st,98905.0,4847.0
55260028,735,648,0.0,1st,98905.0,4847.0
55260027,692,599,0.0,1st,98905.0,4847.0
55260052,640,577,0.0,1st,98905.0,4847.0
55260053,561,493,0.0,1st,98905.0,4847.0
55260054,577,516,0.0,1st,98905.0,4847.0
55260075,571,467,0.0,1st,98905.0,4847.0
55260074,588,507,0.0,1st,98905.0,4847.0
55380005,617,538,0.0,1st,76637.0,6137.0
55380025,431,380,0.0,1st,76637.0,6137.0
55380008,619,522,0.0,1st,76637.0,6137.0
55380007,653,552,0.0,1st,76637.0,6137.0
55380006,675,553,0.0,1st,76637.0,6137.0
55380020,529,454,0.0,1st,76637.0,6137.0
55380018,552,454,0.0,1st,76637.0,6137.0
55380019,606,541,0.0,1st,76637.0,6137.0
55380016,472,412,0.0,1st,76637.0,6137.0
55380017,626,544,0.0,1st,76637.0,6137.0
55380015,525,465,0.0,1st,76637.0,6137.0
55380062,519,412,0.0,1st,76637.0,6137.0
55380037,679,596,0.0,1st,76637.0,6137.0
55380039,679,604,0.0,1st,76637.0,6137.0
55380038,722,618,0.0,1st,76637.0,6137.0
55380060,518,467,0.0,1st,76637.0,6137.0
55380061,601,513,0.0,1st,76637.0,6137.0
55380059,539,474,0.0,1st,76637.0,6137.0
55380058,635,549,0.0,1st,76637.0,6137.0
55380057,729,644,0.0,1st,76637.0,6137.0
55380036,630,548,0.0,1st,76637.0,6137.0
55380034,631,548,0.0,1st,76637.0,6137.0
55380035,680,595,0.0,1st,76637.0,6137.0
55380033,534,464,0.0,1st,76637.0,6137.0
55380064,658,571,0.0,1st,76637.0,6137.0
55380063,689,609,0.0,1st,76637.0,6137.0
55380013,380,326,0.0,1st,76637.0,6137.0
55380014,515,460,0.0,1st,76637.0,6137.0
55380068,546,474,0.0,1st,76637.0,6137.0
55380065,725,634,0.0,1st,76637.0,6137.0
55380069,664,592,0.0,1st,76637.0,6137.0
55380066,636,555,0.0,1st,76637.0,6137.0
55380067,564,496,0.0,1st,76637.0,6137.0
55380041,699,617,0.0,1st,76637.0,6137.0
55380040,748,644,0.0,1st,76637.0,6137.0
55380042,624,564,0.0,1st,76637.0,6137.0
55380009,644,552,0.0,1st,76637.0,6137.0
55380011,696,618,0.0,1st,76637.0,6137.0
55380012,560,483,0.0,1st,76637.0,6137.0
55380010,752,627,0.0,1st,76637.0,6137.0
55380071,568,501,0.0,1st,76637.0,6137.0
55380072,661,580,0.0,1st,76637.0,6137.0
55380070,639,568,0.0,1st,76637.0,6137.0
55380049,689,577,0.0,1st,76637.0,6137.0
55380048,633,569,0.0,1st,76637.0,6137.0
55380024,501,448,0.0,1st,76637.0,6137.0
55380023,568,489,0.0,1st,76637.0,6137.0
55380050,797,695,0.0,1st,76637.0,6137.0
55380051,763,653,0.0,1st,76637.0,6137.0
55380030,538,486,0.0,1st,76637.0,6137.0
55380029,688,602,0.0,1st,76637.0,6137.0
55380028,573,519,0.0,1st,76637.0,6137.0
55380026,558,471,0.0,1st,76637.0,6137.0
55380027,559,475,0.0,1st,76637.0,6137.0
55380021,403,379,0.0,1st,76637.0,6137.0
55380022,576,522,0.0,1st,76637.0,6137.0
55380046,692,575,0.0,1st,76637.0,6137.0
55380047,574,472,0.0,1st,76637.0,6137.0
55380045,650,547,0.0,1st,76637.0,6137.0
55380032,721,651,0.0,1st,76637.0,6137.0
55380031,781,697,0.0,1st,76637.0,6137.0
55380044,751,643,0.0,1st,76637.0,6137.0
55380043,701,571,0.0,1st,76637.0,6137.0
55380001,517,467,0.0,1st,76637.0,6137.0
55380002,547,475,0.0,1st,76637.0,6137.0
55380003,697,592,0.0,1st,76637.0,6137.0
55380004,765,647,0.0,1st,76637.0,6137.0
55380054,654,562,0.0,1st,76637.0,6137.0
55380053,736,658,0.0,1st,76637.0,6137.0
55380052,680,605,0.0,1st,76637.0,6137.0
55380056,493,440,0.0,1st,76637.0,6137.0
55380055,580,508,0.0,1st,76637.0,6137.0
55130052,761,631,0.0,1st,78702.0,11850.0
55130053,660,552,0.0,1st,78702.0,11850.0
55130054,762,629,0.0,1st,78702.0,11850.0
55130010,775,674,0.0,1st,78702.0,11850.0
55130009,725,616,0.0,1st,78702.0,11850.0
55130074,479,389,0.0,1st,78702.0,11850.0
55130075,478,406,0.0,1st,78702.0,11850.0
55130076,684,569,0.0,1st,78702.0,11850.0
55130023,649,534,0.0,1st,78702.0,11850.0
55130024,686,570,0.0,1st,78702.0,11850.0
55130022,673,549,0.0,1st,78702.0,11850.0
55130070,325,275,0.0,1st,78702.0,11850.0
55130071,478,381,0.0,1st,78702.0,11850.0
55130079,590,499,0.0,1st,78702.0,11850.0
55130077,582,509,0.0,1st,78702.0,11850.0
55130078,482,403,0.0,1st,78702.0,11850.0
55130066,579,481,0.0,1st,78702.0,11850.0
55130065,480,410,0.0,1st,78702.0,11850.0
55130067,563,483,0.0,1st,78702.0,11850.0
55130008,608,499,0.0,1st,78702.0,11850.0
55130007,657,565,0.0,1st,78702.0,11850.0
55130064,692,592,0.0,1st,78702.0,11850.0
55130063,607,542,0.0,1st,78702.0,11850.0
55130032,799,629,0.0,1st,78702.0,11850.0
55130031,799,676,0.0,1st,78702.0,11850.0
55130033,799,668,0.0,1st,78702.0,11850.0
55130015,498,436,0.0,1st,78702.0,11850.0
55130014,620,566,0.0,1st,78702.0,11850.0
55130013,499,430,0.0,1st,78702.0,11850.0
55130028,606,528,0.0,1st,78702.0,11850.0
55130030,714,601,0.0,1st,78702.0,11850.0
55130029,686,588,0.0,1st,78702.0,11850.0
55130026,732,680,0.0,1st,78702.0,11850.0
55130025,688,602,0.0,1st,78702.0,11850.0
55130004,647,533,0.0,1st,78702.0,11850.0
55130003,759,634,0.0,1st,78702.0,11850.0
55130001,733,621,0.0,1st,78702.0,11850.0
55130002,747,615,0.0,1st,78702.0,11850.0
55130005,682,588,0.0,1st,78702.0,11850.0
55130062,728,607,0.0,1st,78702.0,11850.0
55130061,672,579,0.0,1st,78702.0,11850.0
55130027,787,644,0.0,1st,78702.0,11850.0
55130056,671,583,0.0,1st,78702.0,11850.0
55130055,641,529,0.0,1st,78702.0,11850.0
55130072,604,499,0.0,1st,78702.0,11850.0
55130006,637,530,0.0,1st,78702.0,11850.0
55130084,704,620,0.0,1st,78702.0,11850.0
55130083,574,490,0.0,1st,78702.0,11850.0
55130011,791,658,0.0,1st,78702.0,11850.0
55130012,776,656,0.0,1st,78702.0,11850.0
55130035,784,681,0.0,1st,78702.0,11850.0
55130034,692,595,0.0,1st,78702.0,11850.0
55130040,637,560,0.0,1st,78702.0,11850.0
55130041,600,510,0.0,1st,78702.0,11850.0
55130042,681,587,0.0,1st,78702.0,11850.0
55130081,657,576,0.0,1st,78702.0,11850.0
55130082,676,590,0.0,1st,78702.0,11850.0
55130080,691,604,0.0,1st,78702.0,11850.0
55130073,709,603,0.0,1st,78702.0,11850.0
55130019,577,464,0.0,1st,78702.0,11850.0
55130021,638,538,0.0,1st,78702.0,11850.0
55130020,681,588,0.0,1st,78702.0,11850.0
55130068,590,517,0.0,1st,78702.0,11850.0
55130069,568,486,0.0,1st,78702.0,11850.0
55130059,658,562,0.0,1st,78702.0,11850.0
55130058,615,529,0.0,1st,78702.0,11850.0
55130060,689,575,0.0,1st,78702.0,11850.0
55130057,691,596,0.0,1st,78702.0,11850.0
55130046,523,450,0.0,1st,78702.0,11850.0
55130044,665,570,0.0,1st,78702.0,11850.0
55130045,653,567,0.0,1st,78702.0,11850.0
55130043,711,632,0.0,1st,78702.0,11850.0
55130051,752,654,0.0,1st,78702.0,11850.0
55130050,687,601,0.0,1st,78702.0,11850.0
55130049,797,690,0.0,1st,78702.0,11850.0
55130038,543,446,0.0,1st,78702.0,11850.0
55130037,674,575,0.0,1st,78702.0,11850.0
55130039,691,599,0.0,1st,78702.0,11850.0
55130036,685,571,0.0,1st,78702.0,11850.0
55130047,768,652,0.0,1st,78702.0,11850.0
55130048,744,627,0.0,1st,78702.0,11850.0
55130018,673,557,0.0,1st,78702.0,11850.0
55130016,657,566,0.0,1st,78702.0,11850.0
55130017,655,558,0.0,1st,78702.0,11850.0
55160021,544,473,0.0,4th,18315.0,13132.0
55160022,437,360,0.0,4th,18315.0,13132.0
55160023,368,315,0.0,4th,18315.0,13132.0
55160020,757,638,0.0,4th,18315.0,13132.0
55160007,643,531,0.0,4th,18315.0,13132.0
55160003,593,509,0.0,4th,18315.0,13132.0
55160001,620,501,0.0,4th,18315.0,13132.0
55160002,585,475,0.0,4th,18315.0,13132.0
55160013,557,441,0.0,4th,18315.0,13132.0
55160012,462,380,0.0,4th,18315.0,13132.0
55160018,409,326,0.0,4th,18315.0,13132.0
55160017,405,351,0.0,4th,18315.0,13132.0
55160016,557,468,0.0,4th,18315.0,13132.0
55160005,463,402,0.0,4th,18315.0,13132.0
55160006,342,279,0.0,4th,18315.0,13132.0
55160011,519,431,0.0,4th,18315.0,13132.0
55160010,642,544,0.0,4th,18315.0,13132.0
55160009,435,375,0.0,4th,18315.0,13132.0
55160008,388,322,0.0,4th,18315.0,13132.0
55160019,547,447,0.0,4th,18315.0,13132.0
55160015,610,504,0.0,4th,18315.0,13132.0
55160014,586,480,0.0,4th,18315.0,13132.0
55160004,373,301,0.0,4th,18315.0,13132.0
55370009,342,306,0.0,3rd,32626.0,11590.0
55370008,471,432,0.0,3rd,32626.0,11590.0
55370002,409,349,0.0,3rd,32626.0,11590.0
55370020,589,531,0.0,3rd,32626.0,11590.0
55370019,433,375,0.0,3rd,32626.0,11590.0
55370030,635,541,0.0,3rd,32626.0,11590.0
55370001,441,391,0.0,3rd,32626.0,11590.0
55370036,753,645,0.0,3rd,32626.0,11590.0
55370010,553,495,0.0,3rd,32626.0,11590.0
55370011,469,445,0.0,3rd,32626.0,11590.0
55370013,451,385,0.0,3rd,32626.0,11590.0
55370012,492,425,0.0,3rd,32626.0,11590.0
55370032,591,547,0.0,3rd,32626.0,11590.0
55370033,517,460,0.0,3rd,32626.0,11590.0
55370029,709,640,0.0,3rd,32626.0,11590.0
55370014,595,509,0.0,3rd,32626.0,11590.0
55370016,457,415,0.0,3rd,32626.0,11590.0
55370015,668,567,0.0,3rd,32626.0,11590.0
55370028,650,559,0.0,3rd,32626.0,11590.0
55370027,652,556,0.0,3rd,32626.0,11590.0
55370026,622,533,0.0,3rd,32626.0,11590.0
55370025,451,402,0.0,3rd,32626.0,11590.0
55370004,763,668,0.0,3rd,32626.0,11590.0
55370006,786,694,0.0,3rd,32626.0,11590.0
55370005,792,690,0.0,3rd,32626.0,11590.0
55370022,490,425,0.0,3rd,32626.0,11590.0
55370021,571,477,0.0,3rd,32626.0,11590.0
55370007,669,567,0.0,3rd,32626.0,11590.0
55370023,657,556,0.0,3rd,32626.0,11590.0
55370024,422,371,0.0,3rd,32626.0,11590.0
55370034,397,336,0.0,3rd,32626.0,11590.0
55370035,454,409,0.0,3rd,32626.0,11590.0
55370018,732,637,0.0,3rd,32626.0,11590.0
55370017,557,481,0.0,3rd,32626.0,11590.0
55370003,300,255,0.0,3rd,32626.0,11590.0
55370031,640,563,0.0,3rd,32626.0,11590.0
55040014,614,533,0.0,3rd,41077.0,4571.0
55040026,545,466,0.0,3rd,41077.0,4571.0
55040027,591,504,0.0,3rd,41077.0,4571.0
55040001,540,478,0.0,3rd,41077.0,4571.0
55040002,481,398,0.0,3rd,41077.0,4571.0
55040028,575,501,0.0,3rd,41077.0,4571.0
55040029,437,375,0.0,3rd,41077.0,4571.0
55040017,551,473,0.0,3rd,41077.0,4571.0
55040016,507,461,0.0,3rd,41077.0,4571.0
55040043,621,534,0.0,3rd,41077.0,4571.0
55040030,763,653,0.0,3rd,41077.0,4571.0
55040004,593,499,0.0,3rd,41077.0,4571.0
55040003,516,436,0.0,3rd,41077.0,4571.0
55040012,579,508,0.0,3rd,41077.0,4571.0
55040013,519,448,0.0,3rd,41077.0,4571.0
55040005,727,614,0.0,3rd,41077.0,4571.0
55040032,591,482,0.0,3rd,41077.0,4571.0
55040031,605,511,0.0,3rd,41077.0,4571.0
55040022,661,570,0.0,3rd,41077.0,4571.0
55040023,425,365,0.0,3rd,41077.0,4571.0
55040021,538,465,0.0,3rd,41077.0,4571.0
55040007,511,450,0.0,3rd,41077.0,4571.0
55040008,444,393,0.0,3rd,41077.0,4571.0
55040024,554,482,0.0,3rd,41077.0,4571.0
55040025,630,558,0.0,3rd,41077.0,4571.0
55040033,674,555,0.0,3rd,41077.0,4571.0
55040042,704,630,0.0,3rd,41077.0,4571.0
55040041,728,597,0.0,3rd,41077.0,4571.0
